идентификатор ZINC	название	SMILES формула	мол. вес, г/моль	LogP	брутто-формула	число колец	число тяжелых атомов	число гетероатомов	pH	заряд	число доноров H-связи	число акцепторов H-связи	площадь полярной поверхности, кв. А	число вращающихся связей
ZINC000261494566	ZINC000261494566	CC(=O)O[C@H]1[C@H](C)[C@H](O)/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(N=C(O)/C(C)=C\C=C/[C@@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H]1C)C4=O	832.992	4.802	C45H60N4O11	6	60	15						
ZINC000261494567	ZINC000261494567	CC(=O)N[C@@H]1CC[C@H]2Nc3c(O)cc(C(N)=O)cc3[C@H]2C1	289.335	1.057	C15H19N3O3	3	21	6						
ZINC000261494568	ZINC000261494568	CC(=O)N[C@@H]1CC[C@@H]2Nc3c(O)cc(C(N)=O)cc3[C@H]2C1	289.335	1.057	C15H19N3O3	3	21	6						
ZINC000261494569	ZINC000261494569	C/C=C/[C@H](CCC)C(=O)SCC/N=C(/O)CC/N=C(/O)[C@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O	891.724	2.338	C29H48N7O17P3S	3	57	28						
ZINC000261494570	ZINC000261494570	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@H](OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](NC)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	809.004	1.477	C39H72N2O15	3	56	17						
ZINC000261494571	ZINC000261494571	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@H](OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	809.004	1.477	C39H72N2O15	3	56	17						
ZINC000261494572	ZINC000261494572	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@H](OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	809.004	1.477	C39H72N2O15	3	56	17						
ZINC000261494573	ZINC000261494573	CC(=O)N[C@@H]1CC[C@H]2Nc3ccc(C(N)=O)cc3[C@H]2C1	273.336	1.352	C15H19N3O2	3	20	5						
ZINC000261494574	ZINC000261494574	CC(=O)N[C@@H]1CC[C@@H]2Nc3ccc(C(N)=O)cc3[C@H]2C1	273.336	1.352	C15H19N3O2	3	20	5						
ZINC000261494575	ZINC000261494575	CC(=O)N1CCc2c1[nH]c1ccc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc21	392.364	-0.652	C18H20N2O8	4	28	10						
ZINC000261494576	ZINC000261494576	CC(=O)N1CCc2c1[nH]c1ccc(O[C@@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc21	392.364	-0.652	C18H20N2O8	4	28	10						
ZINC000261494577	ZINC000261494577	COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O	408.407	-0.607	C19H24N2O8	3	29	10						
ZINC000261494578	ZINC000261494578	COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O	408.407	-0.607	C19H24N2O8	3	29	10						
ZINC000261494579	ZINC000261494579	COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@H]1O	408.407	-0.607	C19H24N2O8	3	29	10						
ZINC000261494580	ZINC000261494580	COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]1O	408.407	-0.607	C19H24N2O8	3	29	10						
ZINC000261494581	ZINC000261494581	C/C=C/[C@H]([CH]CC)C(=O)SCC/N=C(/O)CC/N=C(/O)[C@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O	890.716	2.152	C29H47N7O17P3S	3	57	28						
ZINC000261494582	ZINC000261494582	CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@H]3[C@H]1C5	287.359	1.422	C17H21NO3	5	21	4						
ZINC000261494583	ZINC000261494583	CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@H](O)CC[C@@H]3[C@H]1C5	287.359	1.422	C17H21NO3	5	21	4						
ZINC000261494584	ZINC000261494584	CCC[C@@H]1O[C@@H]2C[C@@H]3[C@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	446.54	1.688	C25H34O7	5	32	7						
ZINC000261494585	ZINC000261494585	CCC[C@@H]1O[C@@H]2C[C@@H]3[C@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	446.54	1.688	C25H34O7	5	32	7						
ZINC000261494586	ZINC000261494586	CCC[C@@H]1O[C@@H]2C[C@@H]3[C@@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	446.54	1.688	C25H34O7	5	32	7						
ZINC000261494587	ZINC000261494587	Oc1ccc2c3c1O[C@@H]1[C@H](O)CC[C@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314	343.423	1.317	C20H25NO4	6	25	5						
ZINC000261494588	ZINC000261494588	Oc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314	343.423	1.317	C20H25NO4	6	25	5						
ZINC000261494589	ZINC000261494589	Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3C[C@H](O)C[C@H]3C2)cc1	339.417	0.601	C15H21N3O4S	3	23	8	Reference	-1	2	5	100	3
ZINC000261494590	ZINC000261494590	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	807.032	2.882	C40H74N2O14	3	56	16						
ZINC000261494591	ZINC000261494591	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	807.032	2.882	C40H74N2O14	3	56	16						
ZINC000261494592	ZINC000261494592	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	807.032	2.882	C40H74N2O14	3	56	16						
ZINC000261494593	ZINC000261494593	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	807.032	2.882	C40H74N2O14	3	56	16						
ZINC000261494594	ZINC000261494594	CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@@H](O)CC[C@H]3[C@@H]1C5	463.483	-1.012	C23H29NO9	6	33	10						
ZINC000261494595	ZINC000261494595	CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2[C@@H](O)CC[C@@H]3[C@@H]1C5	463.483	-1.012	C23H29NO9	6	33	10						
ZINC000261494596	ZINC000261494596	CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2[C@H](O)CC[C@@H]3[C@H]1C5	463.483	-1.012	C23H29NO9	6	33	10						
ZINC000261494597	ZINC000261494597	CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2[C@H](O)CC[C@H]3[C@H]1C5	463.483	-1.012	C23H29NO9	6	33	10						
ZINC000261494598	ZINC000261494598	CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@H](O)CC[C@@H]3[C@H]1C5	463.483	-1.012	C23H29NO9	6	33	10						
ZINC000261494599	ZINC000261494599	CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@H](O)CC[C@H]3[C@H]1C5	463.483	-1.012	C23H29NO9	6	33	10						
ZINC000261494600	ZINC000261494600	CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@@H]1C5	463.483	-1.012	C23H29NO9	6	33	10						
ZINC000261494601	ZINC000261494601	CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@@H](O)CC[C@@H]3[C@@H]1C5	463.483	-1.012	C23H29NO9	6	33	10						
ZINC000261494602	ZINC000261494602	C#C[C@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)c(O)cc4[C@@H]3CC[C@]21C	312.409	3.318	C20H24O3	4	23	3	Reference	0	3	3	60	0
ZINC000261494603	ZINC000261494603	C#C[C@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)c(O)cc4[C@H]3CC[C@]21C	312.409	3.318	C20H24O3	4	23	3	Reference	0	3	3	60	0
ZINC000261494604	ZINC000261494604	C#C[C@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)c(O)cc4[C@H]3CC[C@@]21C	312.409	3.318	C20H24O3	4	23	3						
ZINC000261494605	ZINC000261494605	CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@@](C)(O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	360.494	3.199	C22H32O4	4	26	4						
ZINC000261494606	ZINC000261494606	CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@@](C)(O)C4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@@]21C	360.494	3.199	C22H32O4	4	26	4						
ZINC000261494607	ZINC000261494607	CC(=O)[C@@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)C[C@@H](O)[C@]4(C)[C@@H]3CC[C@@]21C	360.494	3.055	C22H32O4	4	26	4						
ZINC000261494608	ZINC000261494608	CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C[C@@H](O)[C@]4(C)[C@@H]3CC[C@@]21C	360.494	3.055	C22H32O4	4	26	4						
ZINC000261494609	ZINC000261494609	CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)N=C(O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H]1C	780.916	4.414	C41H56N4O11	6	56	15						
ZINC000261494610	ZINC000261494610	CN1CC[C@]23c4c5ccc(O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]6O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5	447.484	-0.897	C23H29NO8	6	32	9						
ZINC000261494611	ZINC000261494611	CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]6O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5	447.484	-0.897	C23H29NO8	6	32	9						
ZINC000261494612	ZINC000261494612	CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(/C(=O)O)C(=O)CC=C(C)C	530.702	4.845	C31H46O7	4	38	7						
ZINC000261494613	ZINC000261494613	CC(C)(O)/N=C(/O)[C@@H]1CC[C@@H]2[C@@H]3CC[C@@H]4N=C(O)C=C[C@]4(C)[C@@H]3CC[C@]12C	374.525	4.425	C22H34N2O3	4	27	5						
ZINC000261494614	ZINC000261494614	CC(C)(O)/N=C(/O)[C@@H]1CC[C@@H]2[C@@H]3CC[C@@H]4N=C(O)C=C[C@]4(C)[C@@H]3CC[C@@]12C	374.525	4.425	C22H34N2O3	4	27	5						
ZINC000261494615	ZINC000261494615	CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](O)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C	987.961	5.028	C48H68Cl2O17	4	67	19						
ZINC000261494616	ZINC000261494616	C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@H](O)CO)[C@@]3(C)CC(=O)[C@H]12	542.622	-0.43	C27H42O11	5	38	11						
ZINC000261494617	ZINC000261494617	C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@H](O)CO)[C@]3(C)CC(=O)[C@H]12	542.622	-0.43	C27H42O11	5	38	11						
ZINC000261494618	ZINC000261494618	C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@@H](O)CO)[C@]3(C)CC(=O)[C@H]12	542.622	-0.43	C27H42O11	5	38	11						
ZINC000261494619	ZINC000261494619	C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@@H](O)CO)[C@@]3(C)CC(=O)[C@H]12	542.622	-0.43	C27H42O11	5	38	11						
ZINC000261494620	ZINC000261494620	CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(N=C(O)/C(C)=C\C=C/[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O	863.018	4.428	C46H62N4O12	6	62	16						
ZINC000261494621	ZINC000261494621	CC(=O)[C@@H]1CC[C@@H]2[C@@H]3C[C@H](O)C4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@@]12C	330.468	3.694	C21H30O3	4	24	3						
ZINC000261494622	ZINC000261494622	CC(=O)[C@@H]1CC[C@@H]2[C@@H]3C[C@H](O)C4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C	330.468	3.694	C21H30O3	4	24	3						
ZINC000261494623	ZINC000261494623	CC[C@H](c1ccccc1)[C@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1	551.636	2.881	C31H37NO8	4	40	9						
ZINC000261494624	ZINC000261494624	CC[C@@H](c1ccccc1)[C@@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1	551.636	2.881	C31H37NO8	4	40	9						
ZINC000261494625	ZINC000261494625	CC[C@@H](c1ccccc1)[C@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1	551.636	2.881	C31H37NO8	4	40	9						
ZINC000261494626	ZINC000261494626	CC[C@H](c1ccccc1)[C@@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1	551.636	2.881	C31H37NO8	4	40	9						
ZINC000261494627	ZINC000261494627	C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC[C@H](O)C[C@@H]4[C@@H]3C(=C)C[C@@]21CC	326.48	3.841	C22H30O2	4	24	2						
ZINC000261494628	ZINC000261494628	C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC[C@@H](O)C[C@@H]4[C@H]3C(=C)C[C@@]21CC	326.48	3.841	C22H30O2	4	24	2						
ZINC000261494629	ZINC000261494629	C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC[C@@H](O)C[C@@H]4[C@@H]3C(=C)C[C@@]21CC	326.48	3.841	C22H30O2	4	24	2						
ZINC000261494630	ZINC000261494630	C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC[C@H](O)C[C@@H]4[C@H]3C(=C)C[C@@]21CC	326.48	3.841	C22H30O2	4	24	2						
ZINC000261494631	ZINC000261494631	C=C1NC(N)=Nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@H](O)[C@H]1O	521.209	-1.634	C11H18N5O13P3	3	32	21						
ZINC000261494632	ZINC000261494632	C=C1NC(N)=Nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O	521.209	-1.634	C11H18N5O13P3	3	32	21						
ZINC000261494633	ZINC000261494633	C=C1NC(N)=Nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	521.209	-1.634	C11H18N5O13P3	3	32	21						
ZINC000261494634	ZINC000261494634	Cc1cn([C@@H]2C[C@H](N)[C@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@@H](O)[C@@H]3O)O2)c(=O)nc1O	417.371	-3.219	C16H23N3O10	3	29	13						
ZINC000261494635	ZINC000261494635	Cc1cn([C@@H]2C[C@H](N)[C@@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@@H](O)[C@@H]3O)O2)c(=O)nc1O	417.371	-3.219	C16H23N3O10	3	29	13						
ZINC000261494636	ZINC000261494636	CN(C)CC/C=C1\c2ccccc2COc2ccc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc21	471.506	1.233	C25H29NO8	4	34	9						
ZINC000261494637	ZINC000261494637	CN(C)CC/C=C1\c2ccccc2COc2ccc(O[C@@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc21	471.506	1.233	C25H29NO8	4	34	9						
ZINC000261494638	ZINC000261494638	COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1C(=O)Oc1ccccc1)N2	289.331	1.522	C16H19NO4	3	21	5	Reference	1	1	4	69	3
ZINC000261494639	ZINC000261494639	COC(=O)[C@H]1[C@H]2CC[C@@H](C[C@H]1C(=O)Oc1ccccc1)N2	289.331	1.522	C16H19NO4	3	21	5	Reference	1	1	4	69	3
ZINC000261494640	ZINC000261494640	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@H]2CC[C@H](O)[C@@H](O)C2)CC(=O)[C@@H](C)/C=C(/C)[C@@H](O)[C@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C\1C	900.16	5.527	C50H77NO13	4	64	14						
ZINC000261494641	ZINC000261494641	COC[C@@H](NC(=O)O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O)C(=O)NCc1ccccc1	428.394	-2.064	C18H24N2O10	2	30	12						
ZINC000261494642	ZINC000261494642	COC[C@@H](NC(=O)O[C@@H]1O[C@@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O)C(=O)NCc1ccccc1	428.394	-2.064	C18H24N2O10	2	30	12						
ZINC000261494643	ZINC000261494643	C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@H]2[C@H](O)C[C@]2(C)[C@@H]1C[C@H](O)[C@@]2(O)C(=O)CO	376.449	0.528	C21H28O6	4	27	6						
ZINC000261494644	ZINC000261494644	C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H]1C[C@H](O)[C@@]2(O)C(=O)CO	376.449	0.528	C21H28O6	4	27	6						
ZINC000261494645	ZINC000261494645	O=[S@@]1C=CC2=C1CCN(Cc1ccccc1Cl)C2	279.792	3.076	C14H14ClNOS	3	18	4	Reference	0	0	2	20	2
ZINC000261494646	ZINC000261494646	O=[S@]1C=CC2=C1CCN(Cc1ccccc1Cl)C2	279.792	3.076	C14H14ClNOS	3	18	4	Reference	0	0	2	20	2
ZINC000261494647	ZINC000261494647	CCC[C@H](C(=O)SCC/N=C(/O)CC/N=C(/O)[C@@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O)[C@H](O)CC	909.739	1.533	C29H50N7O18P3S	3	58	29						
ZINC000261494648	ZINC000261494648	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@H](O)CO)C[C@@H]3O[C@@H]1C[C@H](/N=C(/O)C(F)(F)F)[C@H](O)[C@@H](C)O1	641.548	1.353	C29H30F3NO12	5	45	16						
ZINC000261494649	ZINC000261494649	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@H](O)CO)C[C@@H]3O[C@@H]1C[C@H](/N=C(/O)C(F)(F)F)[C@H](O)[C@H](C)O1	641.548	1.353	C29H30F3NO12	5	45	16						
ZINC000261494650	ZINC000261494650	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O	764.686	-1.096	C35H40O19	8	54	19						
ZINC000261494651	ZINC000261494651	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@@H]5[C@H](O)[C@@H]3O)[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O	764.686	-1.096	C35H40O19	8	54	19						
ZINC000261494652	ZINC000261494652	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O	764.686	-1.096	C35H40O19	8	54	19						
ZINC000261494653	ZINC000261494653	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@H](C)O[C@@H]5[C@H](O)[C@@H]3O)[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O	764.686	-1.096	C35H40O19	8	54	19						
ZINC000261494654	ZINC000261494654	Cc1ccnc2c1N=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2[C@H]1C[C@H]1O	458.427	-0.643	C21H22N4O8	5	33	12						
ZINC000261494655	ZINC000261494655	Cc1ccnc2c1N=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2[C@@H]1C[C@H]1O	458.427	-0.643	C21H22N4O8	5	33	12						
ZINC000261494656	ZINC000261494656	CC(=O)O[C@@H]1C(=O)[C@]2(C)[C@H](O)[C@H](O)[C@@H]3OC[C@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](OC(=O)[C@@H](O)[C@@H](NC(=O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(O)O	889.86	0.067	C45H47NO18	7	64	19						
ZINC000261494657	ZINC000261494657	CC(=O)O[C@@H]1C(=O)[C@]2(C)[C@H](O)[C@H](O)[C@@H]3OC[C@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](NC(=O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(O)O	889.86	0.067	C45H47NO18	7	64	19						
ZINC000261494658	ZINC000261494658	CC(=O)O[C@@H]1C(=O)[C@]2(C)[C@H](O)[C@H](O)[C@@H]3OC[C@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](OC(=O)[C@@H](O)[C@H](NC(=O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(O)O	889.86	0.067	C45H47NO18	7	64	19						
ZINC000261494659	ZINC000261494659	CC(=O)O[C@@H]1C(=O)[C@]2(C)[C@H](O)[C@H](O)[C@@H]3OC[C@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(O)O	889.86	0.067	C45H47NO18	7	64	19						
ZINC000261494660	ZINC000261494660	CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@@H]1C(=O)O[C@@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O)C(=O)OCC	544.598	-0.709	C25H40N2O11	3	38	13						
ZINC000261494661	ZINC000261494661	CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O[C@@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC	544.598	-0.709	C25H40N2O11	3	38	13						
ZINC000261494662	ZINC000261494662	C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](O)[C@H](O)C3)[C@H](C)[C@H](O)CC1=O)[C@H](C)C[C@H]2OC	790.004	3.985	C43H67NO12	4	56	13						
